template,source_group_id,cell,question,reference,candidate,expected_label,l_A,l_B,d_raw,p_accept_raw,predicted_label,correct
T3,2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,OS,What is the term for the interaction of waves with other waves?,wave interference,index fossils,B,-7.84375,15.625,-23.46875,6.421720181593709e-11,B,True
T3,2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,SO,What is the term for the interaction of waves with other waves?,index fossils,wave interference,B,9.0,16.625,-7.625,0.0004878571227822659,B,True
T3,2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,SS,What is the term for the interaction of waves with other waves?,index fossils,index fossils,A,1.953125,16.125,-14.171875,7.002168947755554e-07,B,False
T3,31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,OO,Regular checkups with what type of specialist can detect skin cancers early?,dermatologist,dermatologist,A,15.9375,-4.6875,20.625,0.9999999988967441,A,True
T3,31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,OS,Regular checkups with what type of specialist can detect skin cancers early?,dermatologist,mutation,B,-6.5,15.3125,-21.8125,3.3647407922810023e-10,B,True
T3,31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,SO,Regular checkups with what type of specialist can detect skin cancers early?,mutation,dermatologist,B,2.78125,15.75,-12.96875,2.332074525844782e-06,B,True
T3,31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,SS,Regular checkups with what type of specialist can detect skin cancers early?,mutation,mutation,A,10.8125,15.8125,-5.0,0.0066928509242848554,B,False
T3,32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,OO,Cardiac muscle normally has what kind of oxygen-using metabolism?,aerobic,aerobic,A,15.0625,-5.40625,20.46875,0.9999999987101631,A,True
T3,32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,OS,Cardiac muscle normally has what kind of oxygen-using metabolism?,aerobic,metamorphosis,B,-6.25,15.875,-22.125,2.4616969512093895e-10,B,True
T3,32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,SO,Cardiac muscle normally has what kind of oxygen-using metabolism?,metamorphosis,aerobic,B,3.625,16.75,-13.125,1.994729721527057e-06,B,True
T3,32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,SS,Cardiac muscle normally has what kind of oxygen-using metabolism?,metamorphosis,metamorphosis,A,16.0,10.6875,5.3125,0.9950945942942779,A,True
T3,329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,OO,A homogeneous mixture composed of two or more substances is called a what?,solution,solution,A,14.3125,-5.15625,19.46875,0.9999999964938595,A,True
T3,329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,OS,A homogeneous mixture composed of two or more substances is called a what?,solution,excitatory,B,-6.25,14.9375,-21.1875,6.286163381149822e-10,B,True
T3,329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,SO,A homogeneous mixture composed of two or more substances is called a what?,excitatory,solution,B,13.5,11.8125,1.6875,0.8438951025545426,A,False
T3,329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,SS,A homogeneous mixture composed of two or more substances is called a what?,excitatory,excitatory,A,10.75,17.0,-6.25,0.0019267346633274757,B,False
T3,32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,OO,Periodic refers to something that does what?,repeat,repeat,A,16.375,-3.765625,20.140625,0.9999999982092387,A,True
T3,32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,OS,Periodic refers to something that does what?,repeat,antheridium,B,-6.625,15.25,-21.875,3.1608814533145753e-10,B,True
T3,32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,SO,Periodic refers to something that does what?,antheridium,repeat,B,14.5625,4.8125,9.75,0.9999417087343389,A,False
T3,32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,SS,Periodic refers to something that does what?,antheridium,antheridium,A,-0.173828125,16.25,-16.423828125,7.365835940906171e-08,B,False
T3,335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,OO,"The embryo sac consists of only a few cells, one of which is the what?",egg,egg,A,15.6875,-5.34375,21.03125,0.999999999265073,A,True
T3,335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,OS,"The embryo sac consists of only a few cells, one of which is the what?",egg,light,B,-6.1875,15.8125,-22.0,2.7894680920908113e-10,B,True
T3,335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,SO,"The embryo sac consists of only a few cells, one of which is the what?",light,egg,B,-0.90234375,14.4375,-15.33984375,2.1776616928852147e-07,B,True
T3,335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,SS,"The embryo sac consists of only a few cells, one of which is the what?",light,light,A,13.25,16.75,-3.5,0.02931223075135632,B,False
T3,37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,OO,"In myasthenia gravis, antibodies bind to and block certain receptors on muscle cells, preventing what?",muscle contraction,muscle contraction,A,17.5,-1.8203125,19.3203125,0.9999999959328059,A,True
T3,37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,OS,"In myasthenia gravis, antibodies bind to and block certain receptors on muscle cells, preventing what?",muscle contraction,asteroids,B,-5.09375,16.125,-21.21875,6.092758466476431e-10,B,True
T3,37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,SO,"In myasthenia gravis, antibodies bind to and block certain receptors on muscle cells, preventing what?",asteroids,muscle contraction,B,11.9375,15.875,-3.9375,0.019124036750888904,B,True
T3,37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,SS,"In myasthenia gravis, antibodies bind to and block certain receptors on muscle cells, preventing what?",asteroids,asteroids,A,11.9375,17.375,-5.4375,0.00433150202056399,B,False
T3,38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,OO,What map coordinates correspond to similar climate zones and life zones?,altitude and latitude,altitude and latitude,A,12.625,-7.25,19.875,0.999999997664407,A,True
T3,38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,OS,What map coordinates correspond to similar climate zones and life zones?,altitude and latitude,nonvascular,B,-3.984375,15.625,-19.609375,3.046187576710788e-09,B,True
T3,38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,SO,What map coordinates correspond to similar climate zones and life zones?,nonvascular,altitude and latitude,B,-1.6640625,15.625,-17.2890625,3.1006699868991146e-08,B,True
T3,38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,SS,What map coordinates correspond to similar climate zones and life zones?,nonvascular,nonvascular,A,14.0,-2.109375,16.109375,0.9999998991241315,A,True
T3,3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,OO,What can be used to estimate the energy change of a chemical reaction?,bond energies,bond energies,A,14.625,-5.5,20.125,0.9999999981810384,A,True
T3,3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,OS,What can be used to estimate the energy change of a chemical reaction?,bond energies,activation energy,B,-6.28125,14.3125,-20.59375,1.1382771368584038e-09,B,True
T3,3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,SO,What can be used to estimate the energy change of a chemical reaction?,activation energy,bond energies,B,-3.90625,13.5,-17.40625,2.7577929840248876e-08,B,True
T3,3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,SS,What can be used to estimate the energy change of a chemical reaction?,activation energy,activation energy,A,15.1875,-3.734375,18.921875,0.9999999939419326,A,True
T3,3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,OO,What type of diseases are diseases that are caused by choices that people make in their daily lives?,lifestyle diseases,lifestyle diseases,A,14.875,-6.1875,21.0625,0.9999999992876845,A,True
T3,3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,OS,What type of diseases are diseases that are caused by choices that people make in their daily lives?,lifestyle diseases,hydrogen ions,B,-6.21875,15.3125,-21.53125,4.4575573182000303e-10,B,True
T3,3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,SO,What type of diseases are diseases that are caused by choices that people make in their daily lives?,hydrogen ions,lifestyle diseases,B,15.5625,10.1875,5.375,0.9953904278206259,A,False
T3,3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,SS,What type of diseases are diseases that are caused by choices that people make in their daily lives?,hydrogen ions,hydrogen ions,A,5.71875,17.375,-11.65625,8.664653147910923e-06,B,False
T3,398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,OO,What do you call air flowing over earth’s surface?,wind,wind,A,14.75,-5.625,20.375,0.9999999985833912,A,True
T3,398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,OS,What do you call air flowing over earth’s surface?,wind,concave,B,-6.3125,15.625,-21.9375,2.9693733273054213e-10,B,True
T3,398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,SO,What do you call air flowing over earth’s surface?,concave,wind,B,8.875,15.5,-6.625,0.0013250224172131609,B,True
T3,398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,SS,What do you call air flowing over earth’s surface?,concave,concave,A,15.3125,15.125,0.1875,0.5467381519846138,A,True
T3,39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,OO,"The three features that are unique to the large intestine are the teniae coli, haustra, and what?",epiploic appendages,epiploic appendages,A,14.75,-4.53125,19.28125,0.9999999957707875,A,True
T3,39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,OS,"The three features that are unique to the large intestine are the teniae coli, haustra, and what?",epiploic appendages,amorphous,B,-5.84375,15.25,-21.09375,6.903999830637495e-10,B,True
T3,39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,SO,"The three features that are unique to the large intestine are the teniae coli, haustra, and what?",amorphous,epiploic appendages,B,0.73046875,16.375,-15.64453125,1.605707132236727e-07,B,True
T3,39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,SS,"The three features that are unique to the large intestine are the teniae coli, haustra, and what?",amorphous,amorphous,A,16.0,-0.38671875,16.38671875,0.9999999235568743,A,True
T3,3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,OO,The effect of acetylcholine in heart muscle is inhibitory rather than what?,excitatory,excitatory,A,14.5,5.5,9.0,0.9998766054240137,A,True
T3,3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,OS,The effect of acetylcholine in heart muscle is inhibitory rather than what?,excitatory,downregulation,B,-4.96875,13.625,-18.59375,8.410793559209271e-09,B,True
T3,3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,SO,The effect of acetylcholine in heart muscle is inhibitory rather than what?,downregulation,excitatory,B,13.4375,12.125,1.3125,0.7879311956428947,A,False
T3,3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,SS,The effect of acetylcholine in heart muscle is inhibitory rather than what?,downregulation,downregulation,A,15.8125,11.625,4.1875,0.98504291340685,A,True
T3,3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,OO,Pure substances have a constant composition and can only be changed by what?,chemical reactions,chemical reactions,A,14.875,-5.25,20.125,0.9999999981810384,A,True
T3,3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,OS,Pure substances have a constant composition and can only be changed by what?,chemical reactions,carbon dioxide,B,-4.4375,15.75,-20.1875,1.7087563671247272e-09,B,True
T3,3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,SO,Pure substances have a constant composition and can only be changed by what?,carbon dioxide,chemical reactions,B,5.1875,17.125,-11.9375,6.540437226933636e-06,B,True
T3,3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,SS,Pure substances have a constant composition and can only be changed by what?,carbon dioxide,carbon dioxide,A,13.875,15.5,-1.625,0.16451646289656316,B,False
T3,3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,OO,What do plant cells have in addition to a cell wall and a large central vacuole?,plastids,plastids,A,13.375,-5.90625,19.28125,0.9999999957707875,A,True
T3,3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,OS,What do plant cells have in addition to a cell wall and a large central vacuole?,plastids,nutrients,B,-6.78125,14.3125,-21.09375,6.903999830637495e-10,B,True
T3,3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,SO,What do plant cells have in addition to a cell wall and a large central vacuole?,nutrients,plastids,B,-2.46875,15.3125,-17.78125,1.895401567391049e-08,B,True
T3,3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,SS,What do plant cells have in addition to a cell wall and a large central vacuole?,nutrients,nutrients,A,15.75,4.3125,11.4375,0.999989216687777,A,True
T3,3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,OO,"Color blindness, hemophilia and muscular dystrophy are three x-linked what?",phenotypes,phenotypes,A,15.5625,-4.0625,19.625,0.9999999970010391,A,True
T3,3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,OS,"Color blindness, hemophilia and muscular dystrophy are three x-linked what?",phenotypes,cilia,B,-5.34375,16.0,-21.34375,5.376840475246457e-10,B,True
T3,3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,SO,"Color blindness, hemophilia and muscular dystrophy are three x-linked what?",cilia,phenotypes,B,-3.28125,14.8125,-18.09375,1.3867054168873702e-08,B,True
T3,3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,SS,"Color blindness, hemophilia and muscular dystrophy are three x-linked what?",cilia,cilia,A,3.96875,16.5,-12.53125,3.6119830612765793e-06,B,False
T3,3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,OO,Unsaturated hydrocarbons with at least one triple bond are known as?,alkynes,alkynes,A,15.125,-6.28125,21.40625,0.9999999994948925,A,True
T3,3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,OS,Unsaturated hydrocarbons with at least one triple bond are known as?,alkynes,adhesion,B,-6.5625,16.375,-22.9375,1.0923714004835431e-10,B,True
T3,3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,SO,Unsaturated hydrocarbons with at least one triple bond are known as?,adhesion,alkynes,B,12.375,15.25,-2.875,0.05340332979982423,B,True
T3,3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,SS,Unsaturated hydrocarbons with at least one triple bond are known as?,adhesion,adhesion,A,6.34375,17.875,-11.53125,9.818326983657703e-06,B,False
T3,3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,OO,What forms when one substance dissolves into another?,solution,solution,A,14.8125,-5.125,19.9375,0.9999999978059133,A,True
T3,3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,OS,What forms when one substance dissolves into another?,solution,seeds,B,-6.6875,15.75,-22.4375,1.8010159633540775e-10,B,True
T3,3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,SO,What forms when one substance dissolves into another?,seeds,solution,B,1.9140625,16.25,-14.3359375,5.942664231811158e-07,B,True
T3,3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,SS,What forms when one substance dissolves into another?,seeds,seeds,A,11.1875,15.25,-4.0625,0.01691491326672651,B,False
T3,3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,OO,What does the aqueous fluid between the chloroplast membrane and the grana known as?,stroma,stroma,A,15.4375,-3.6875,19.125,0.9999999950555496,A,True
T3,3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,OS,What does the aqueous fluid between the chloroplast membrane and the grana known as?,stroma,kinetic,B,-6.5,15.125,-21.625,4.058652124828427e-10,B,True
T3,3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,SO,What does the aqueous fluid between the chloroplast membrane and the grana known as?,kinetic,stroma,B,-3.765625,14.4375,-18.203125,1.2430347037932965e-08,B,True
T3,3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,SS,What does the aqueous fluid between the chloroplast membrane and the grana known as?,kinetic,kinetic,A,14.1875,-0.09228515625,14.27978515625,0.9999993714094743,A,True
T3,3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,OO,What can have complex effects on soil nutrient concentrations?,prokaryotes,prokaryotes,A,14.5,-4.875,19.375,0.999999996149258,A,True
T3,3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,OS,What can have complex effects on soil nutrient concentrations?,prokaryotes,smooth muscle,B,-6.09375,14.8125,-20.90625,8.327813436526548e-10,B,True
T3,3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,SO,What can have complex effects on soil nutrient concentrations?,smooth muscle,prokaryotes,B,-1.9140625,14.1875,-16.1015625,1.016670476469529e-07,B,True
T3,3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,SS,What can have complex effects on soil nutrient concentrations?,smooth muscle,smooth muscle,A,12.0625,16.875,-4.8125,0.008061991528271641,B,False
T3,3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,OO,Both the initiation and inhibition of cell division are triggered by events external to the cell when it is about to begin which process?,replication,replication,A,16.25,-1.046875,17.296875,0.9999999692345963,A,True
